,Generation,Sequence,Ground_state,Cost
0,1,23121111212123,0.46,-1.845
1,2,23111111212113,0.45,-1.815
2,3,23111111211111,0.46,-1.866
3,4,23111111211111,0.45,-1.808
4,5,13111111211111,0.46,-1.842
5,6,13111111211111,0.46,-1.845
6,7,13111111211111,0.48,-1.905
7,8,11111111211111,0.47,-1.88
8,9,11111111211111,0.47,-1.89
9,10,11111111211111,0.46,-1.835
10,11,11111111211111,0.48,-1.931
