,Generation,Sequence,Ground_state,Cost
0,1,4311226,0.67,-3.038
1,2,4311226,0.67,-3.001
2,3,1143531,0.67,-3.038
3,4,1163621,0.67,-3.029
4,5,1146611,0.68,-3.163
5,6,1161621,0.67,-3.029
6,7,1146611,0.7,-3.287
7,8,1646611,0.67,-3.075
8,9,1147611,0.68,-3.104
9,10,1147611,0.68,-3.133
10,11,1146611,0.68,-3.173
11,12,1646611,0.71,-3.411
12,13,1346611,0.69,-3.224
13,14,1316611,0.69,-3.245
14,15,1311621,0.69,-3.213
