,Generation,Sequence,Ground_state,Cost
0,1,5458113,0.55,-2.202
1,2,4361441,0.55,-2.202
2,3,1361411,0.55,-2.247
3,4,1458113,0.55,-2.247
4,5,1458113,0.55,-2.202
5,6,5165411,0.55,-2.202
6,7,1168611,0.56,-2.267
7,8,1158111,0.56,-2.257
8,9,1168111,0.56,-2.257
9,10,1168111,0.56,-2.293
10,11,1168611,0.56,-2.283
11,12,1118611,0.58,-2.386
12,13,1118611,0.57,-2.325
13,14,1118611,0.55,-2.227
14,15,1158611,0.55,-2.222
