,Generation,Sequence,Ground_state,Cost
0,1,1782162,0.58,-2.38
1,2,5726151,0.58,-2.369
2,3,7546851,0.59,-2.444
3,4,5781151,0.59,-2.427
4,5,8121146,0.59,-2.438
5,6,1146851,0.58,-2.403
6,7,8146851,0.59,-2.427
7,8,2786851,0.59,-2.45
8,9,1186851,0.59,-2.433
9,10,1186851,0.6,-2.506
10,11,8146851,0.59,-2.469
11,12,1186851,0.59,-2.438
12,13,1186851,0.6,-2.518
13,14,1146851,0.61,-2.577
14,15,8186851,0.6,-2.518
