,Generation,Sequence,Ground_state,Cost
0,1,1126226,0.15,-1.181
1,2,3118241,0.16,-1.184
2,3,8218217,0.16,-1.19
3,4,1116126,0.19,-1.229
4,5,1116126,0.17,-1.211
5,6,1211721,0.19,-1.227
6,7,3211181,0.19,-1.235
7,8,1116181,0.18,-1.226
8,9,1116181,0.19,-1.237
9,10,3211181,0.19,-1.234
10,11,3211181,0.2,-1.243
11,12,1211181,0.21,-1.258
12,13,1211181,0.2,-1.257
13,14,3211181,0.2,-1.255
14,15,3211181,0.2,-1.254
