,Generation,Sequence,Ground_state,Cost
0,1,8712811,0.49,-1.972
1,2,8712811,0.51,-2.049
2,3,1616881,0.51,-2.041
3,4,1218411,0.5,-2.008
4,5,1611881,0.5,-2.016
5,6,1818611,0.51,-2.049
6,7,1818111,0.51,-2.062
7,8,1811181,0.5,-2.016
8,9,1611181,0.5,-1.992
9,10,1611881,0.51,-2.049
10,11,1611881,0.51,-2.024
11,12,1611881,0.52,-2.079
12,13,1611881,0.51,-2.058
13,14,1611881,0.52,-2.092
14,15,1611181,0.51,-2.032
