,Generation,Sequence,Ground_state,Cost
0,1,1612811,0.52,-2.066
1,2,3581114,0.5,-2.012
2,3,1615811,0.53,-2.11
3,4,8862821,0.52,-2.083
4,5,1665811,0.52,-2.075
5,6,8161111,0.51,-2.053
6,7,1618811,0.55,-2.202
7,8,1661111,0.55,-2.232
8,9,1618811,0.53,-2.128
9,10,1165811,0.53,-2.128
10,11,1618811,0.52,-2.096
11,12,1618111,0.52,-2.088
12,13,1668811,0.52,-2.105
13,14,1661811,0.52,-2.101
14,15,1668811,0.54,-2.164
