,Generation,Sequence,Ground_state,Cost
0,1,3548776,0.52,-2.075
1,2,4983611,0.55,-2.202
2,3,1873662,0.53,-2.128
3,4,3756411,0.54,-2.183
4,5,1871161,0.52,-2.092
5,6,1871761,0.56,-2.278
6,7,4883611,0.55,-2.212
7,8,1181161,0.56,-2.299
8,9,1881161,0.53,-2.146
9,10,1111661,0.54,-2.193
10,11,1881161,0.56,-2.272
11,12,1881661,0.54,-2.169
12,13,1881161,0.56,-2.252
13,14,1881161,0.55,-2.212
14,15,1881161,0.54,-2.198
