,Generation,Sequence,Ground_state,Cost
0,1,1611718,0.68,-3.094
1,2,1111711,0.66,-2.923
2,3,1111618,0.66,-2.948
3,4,1111611,0.66,-2.948
4,5,1111816,0.68,-3.104
5,6,1611811,0.66,-2.948
6,7,1111816,0.67,-3.066
7,8,1111816,0.67,-3.011
8,9,1111116,0.67,-3.029
9,10,1611811,0.67,-3.047
10,11,1111816,0.66,-2.984
11,12,1111816,0.67,-3.038
12,13,1111611,0.66,-2.957
13,14,1611811,0.67,-3.038
14,15,1611816,0.69,-3.224
