,Generation,Sequence,Ground_state,Cost
0,1,3261618,0.65,-2.84
1,2,2762616,0.65,-2.856
2,3,2516611,0.66,-2.931
3,4,3262118,0.64,-2.769
4,5,6166118,0.64,-2.792
5,6,3261111,0.64,-2.808
6,7,1683111,0.64,-2.761
7,8,1686611,0.66,-2.957
8,9,1682111,0.65,-2.832
9,10,1682111,0.65,-2.897
10,11,6682111,0.65,-2.872
11,12,1686111,0.66,-2.914
12,13,1686118,0.65,-2.889
13,14,1686118,0.66,-2.94
14,15,1861118,0.65,-2.872
