,Generation,Sequence,Ground_state,Cost
0,1,6384741,0.64,-2.784
1,2,1683861,0.66,-2.906
2,3,1113861,0.66,-2.975
3,4,1113861,0.65,-2.84
4,5,1613861,0.68,-3.094
5,6,1613861,0.65,-2.872
6,7,1611161,0.66,-2.984
7,8,1613861,0.66,-2.923
8,9,1611811,0.66,-2.948
9,10,1613811,0.68,-3.133
10,11,1611861,0.67,-3.029
11,12,1111811,0.66,-2.923
12,13,1613811,0.66,-2.94
13,14,1611811,0.65,-2.856
14,15,1111861,0.65,-2.84
