,Generation,Sequence,Ground_state,Cost
0,1,1126228,0.7,-3.342
1,2,7564281,0.72,-3.581
2,3,5347186,0.71,-3.434
3,4,7518181,0.72,-3.581
4,5,8464218,0.73,-3.673
5,6,1516181,0.73,-3.701
6,7,8461218,0.74,-3.813
7,8,8461111,0.74,-3.784
8,9,8468218,0.72,-3.556
9,10,8461111,0.73,-3.742
10,11,8161281,0.72,-3.531
11,12,8161211,0.73,-3.701
12,13,8161211,0.73,-3.714
13,14,8161218,0.73,-3.701
14,15,8161111,0.72,-3.62
