,Generation,Sequence,Ground_state,Cost
0,1,1842431,0.46,-1.835
1,2,1814686,0.46,-1.842
2,3,1816816,0.48,-1.905
3,4,1814686,0.48,-1.916
4,5,1331186,0.47,-1.894
5,6,1331186,0.49,-1.972
6,7,1811686,0.47,-1.894
7,8,1811616,0.47,-1.883
8,9,1611686,0.48,-1.908
9,10,1811616,0.48,-1.931
10,11,1811886,0.48,-1.923
11,12,1811616,0.47,-1.901
12,13,1811886,0.48,-1.934
13,14,1811686,0.48,-1.938
14,15,1811616,0.49,-1.969
