,Generation,Sequence,Ground_state,Cost
0,1,1181882,0.59,-2.427
1,2,6881184,0.6,-2.475
2,3,8855683,0.59,-2.456
3,4,6558161,0.6,-2.525
4,5,6551161,0.6,-2.493
5,6,1258161,0.62,-2.624
6,7,1881111,0.61,-2.537
7,8,1558161,0.64,-2.746
8,9,1188661,0.61,-2.59
9,10,1158661,0.62,-2.659
10,11,1188161,0.61,-2.57
11,12,1558161,0.62,-2.638
12,13,1288161,0.62,-2.603
13,14,1588161,0.63,-2.739
14,15,1588161,0.63,-2.68
