,Generation,Sequence,Ground_state,Cost
0,1,1114682,0.6,-2.499
1,2,6114621,0.6,-2.506
2,3,6114621,0.61,-2.57
3,4,4624141,0.6,-2.531
4,5,1114181,0.62,-2.617
5,6,1624181,0.61,-2.597
6,7,1611181,0.61,-2.563
7,8,1611181,0.6,-2.475
8,9,1624681,0.59,-2.427
9,10,6624111,0.61,-2.55
10,11,6624111,0.61,-2.557
11,12,6124111,0.59,-2.469
12,13,1611111,0.62,-2.659
13,14,1611111,0.61,-2.577
14,15,6611111,0.61,-2.563
