,Generation,Sequence,Ground_state,Cost
0,1,7852216,0.68,-3.173
1,2,1178186,0.7,-3.365
2,3,1128122,0.69,-3.277
3,4,8123186,0.71,-3.446
4,5,3318186,0.71,-3.494
5,6,8167151,0.71,-3.482
6,7,8167151,0.71,-3.506
7,8,8121186,0.73,-3.66
8,9,8167116,0.73,-3.66
9,10,7868116,0.72,-3.594
10,11,7868116,0.72,-3.556
11,12,8868116,0.72,-3.607
12,13,7868116,0.72,-3.531
13,14,7128116,0.71,-3.446
14,15,7168116,0.71,-3.47
