,Generation,Sequence,Ground_state,Cost
0,1,1854611,0.46,-1.855
1,2,8854621,0.46,-1.855
2,3,8854621,0.44,-1.792
3,4,8864621,0.45,-1.802
4,5,8158141,0.45,-1.808
5,6,8158141,0.46,-1.862
6,7,8661121,0.46,-1.835
7,8,1861121,0.47,-1.883
8,9,1861121,0.44,-1.792
9,10,8861141,0.46,-1.845
10,11,1861111,0.46,-1.866
11,12,1811111,0.45,-1.815
12,13,8861141,0.45,-1.818
13,14,1861111,0.47,-1.88
14,15,8861141,0.46,-1.838
