,Generation,Sequence,Ground_state,Cost
0,1,6518645,0.67,-2.993
1,2,8437211,0.69,-3.183
2,3,7118115,0.68,-3.123
3,4,2138111,0.69,-3.183
4,5,3178611,0.7,-3.309
5,6,8438111,0.68,-3.123
6,7,8118615,0.69,-3.234
7,8,8138615,0.69,-3.183
8,9,8168613,0.7,-3.353
9,10,1611118,0.68,-3.133
10,11,8161613,0.68,-3.104
11,12,8611613,0.68,-3.114
12,13,8161113,0.68,-3.133
13,14,8161115,0.68,-3.104
14,15,8178613,0.68,-3.133
