,Generation,Sequence,Ground_state,Cost
0,1,21112411111214,0.46,-1.845
1,2,21212214232312,0.43,-1.755
2,3,21142311112221,0.41,-1.707
3,4,24241112131221,0.45,-1.819
4,5,14142121312121,0.4,-1.667
5,6,24232121321311,0.44,-1.773
